Time (ms), Load Cell 1, Load Cell 2, Acc1 x (g), Acc1 y (g), Acc1 z (g), Gyr1 +x (g), Gyr1 +y (g), Gyr1 +z (g), Acc2 x (g), Acc2 y (g), Acc2 z (g), Gyr2 +x (g), Gyr2 +y (g), Gyr2 +z (g), Encoder (count)
27681,330,-607,0.00325317,0.00072634,1.00100708,0.18508919,-0.03036496,-0.03250118,-0.00355347,-0.00060427,1.00109136,-0.04775997,-0.01052857,-0.04760746,-6077
27696,330,-607,0.00288696,0.00054324,1.00161743,0.15457161,-0.00747677,-0.009613,-0.00227173,0.00000608,1.00084722,-0.01724239,0.01998901,-0.03234867,-6077
27710,330,-607,0.00197143,0.00084841,0.99880981,0.09353645,0.01541141,0.03616337,-0.00208862,-0.00054324,1.00170171,0.04379277,-0.02578736,-0.00946049,-6077
27725,330,-607,0.00148315,0.00005496,1.00021362,0.12405403,-0.01510617,0.02853398,-0.00166138,-0.0004822,1.00084722,0.01327519,-0.03341676,0.0057983,-6077
27740,330,-607,0.00160522,0.00011599,0.99917603,0.12405403,-0.01510617,0.02090458,-0.00172241,0.00031126,0.99993169,-0.05538936,0.04287719,-0.02471928,-6077
27755,330,-607,0.00093384,0.00078738,1.00125122,0.12405403,-0.04562375,-0.009613,-0.00208862,-0.00023806,1.00139654,-0.03250118,0.01998901,-0.03234867,-6077
27770,325,-610,0.00050659,0.00011599,1.00186157,0.09353645,-0.03799435,0.00564579,-0.00001343,0.00098264,1.00084722,0.01327519,0.06576537,0.02868648,-6077
27785,325,-610,0.00026245,-0.00031126,0.99978638,0.09353645,-0.01510617,0.04379277,0.00004761,0.00140989,1.00060308,-0.0019836,0.06576537,0.02105709,-6077
27800,325,-610,-0.0003479,0.00054324,1.00094604,0.12405403,-0.03799435,0.02090458,-0.00025757,0.00171506,1.00090826,-0.04775997,0.01998901,-0.0018311,-6077
27814,325,-610,-0.00046997,-0.00037229,1.00082397,0.14694221,-0.06088253,-0.01724239,0.00023071,0.00165403,0.99919927,-0.04775997,0.11154174,-0.01708988,-6077
27829,325,-610,-0.00053101,-0.00067747,0.99923706,0.14694221,-0.03799435,-0.01724239,-0.00050171,0.00220335,0.99773443,-0.0019836,0.12680052,0.0057983,-6075
27844,325,-610,0.01637573,-0.00006711,1.00039673,0.13931282,-0.04562375,-0.0019836,-0.01765259,0.00092161,0.99974859,-0.009613,0.06576537,0.01342769,-6069
27859,323,-610,0.04042358,0.0004822,1.00033569,0.14694221,-0.00747677,0.02090458,-0.04249389,0.00171506,0.99864995,-0.07064815,-0.01052857,0.02105709,-6058
27874,323,-644,0.0600769,0.00145876,1.00137329,0.20797737,0.00778202,0.02090458,-0.06135376,0.00098264,0.99828374,-0.12405391,-0.04104615,0.02868648,-6041
27889,323,-644,0.07570191,0.00182498,1.00442505,0.19271858,0.03829959,0.05905155,-0.07661255,-0.0004822,1.0002979,-0.08590694,-0.10208131,0.05157467,-6018
27904,323,-644,0.07319947,-0.00134885,1.00576782,0.10879524,0.39688113,0.09719853,-0.07209595,0.00104368,0.99828374,-0.08590694,-0.36911011,0.06683345,-5991
27918,323,-644,0.07112427,-0.00128782,1.00393677,0.29953009,0.50369269,0.15823369,-0.06800659,0.00494993,0.9955982,-0.33004758,-0.52169806,0.17364497,-5962
27933,323,-644,0.05293579,0.00127566,1.00094604,0.45211798,0.28244022,0.1429749,-0.05415161,0.00409544,0.99687994,-0.38345334,-0.32333374,0.18890376,-5936
27948,312,-644,0.03377075,0.00213015,0.99893188,0.46737677,0.36636356,0.16586308,-0.03632934,-0.00011599,1.00835454,-0.37582394,-0.40725708,0.1431274,-5905
27963,312,-644,0.03792114,0.00328982,1.00479126,0.37582403,0.46554568,0.11245732,-0.03675659,-0.00505984,1.00652349,-0.29953,-0.43777466,0.09735103,-5872
27978,312,-688,0.05134888,0.00231326,0.99765015,0.50552374,0.26718143,0.07431035,-0.05055054,0.00134885,0.99059331,-0.4444885,-0.26229858,0.12023921,-5831
27993,312,-688,0.06788941,-0.0007385,1.00424194,0.52078253,0.54183966,0.16586308,-0.06703003,0.00043333,1.00139654,-0.45211789,-0.56747442,0.18890376,-5789
28008,312,-688,0.05177612,0.00469363,1.0038147,0.58181769,0.50369269,0.31082156,-0.05201538,0.0017761,1.01610601,-0.45211789,-0.68954474,0.35675046,-5748
28022,312,-688,0.01838989,0.00542605,0.99996948,0.44448858,0.55709845,0.27267459,-0.01643188,-0.00383914,1.00261724,-0.25375363,-0.53695685,0.31097409,-5706
28037,312,-688,0.01326294,0.00237429,0.99429321,0.4216004,0.69442755,0.32608035,-0.00428589,-0.00158083,0.99626958,-0.26138303,-0.57510382,0.41015622,-5664
28052,283,-688,0.02131958,-0.00433958,0.99716187,0.47500616,0.78598028,0.30319217,-0.01771362,0.00116575,1.00109136,-0.4444885,-0.80398566,0.28808591,-5622
28067,283,-715,0.00990601,0.00017703,0.99703979,0.15457161,0.35873416,0.34896854,-0.00819214,0.00208127,0.99065435,-0.1316833,-0.30807495,0.35675046,-5581
28082,283,-715,0.00123901,0.00054324,1.00332642,0.05538948,0.28244022,0.44052127,-0.00385864,-0.00182498,0.99767339,-0.0019836,-0.31570435,0.41015622,-5539
28097,283,-715,-0.00327759,0.0015198,1.00436401,0.06301887,0.35110477,0.51681525,0.00071899,0.00238645,1.0068897,-0.0019836,-0.44540405,0.52459711,-5497
28112,283,-715,0.00996704,0.00188601,0.99813843,0.00961311,0.38162234,0.43289188,-0.00318726,-0.00005496,1.01158941,0.15060429,-0.39199829,0.46356198,-5456
28126,283,-715,0.00233765,0.0004822,0.99380493,0.07827766,0.0306702,0.32608035,-0.00050171,0.00324094,1.00054204,0.05142216,-0.04867554,0.4406738,-5443
28141,247,-715,-0.00645142,-0.00006711,0.99472046,0.20797737,0.23666385,0.35659793,0.00584595,-0.00365603,0.99822271,-0.07827754,-0.34622192,0.37200925,-5373
28156,247,-715,0.00465698,-0.00018919,0.99630737,0.32241827,0.32821658,0.3947449,0.00120728,-0.00115359,0.99834478,-0.24612422,-0.36911011,0.41778561,-5331
28171,247,-732,0.01918335,-0.00189817,1.00143433,0.13168342,0.02304081,0.34133914,-0.01948364,0.0007385,1.01226079,-0.06301875,-0.12496949,0.33386227,-5289
28186,247,-732,-0.0046814,-0.00159299,1.00521851,0.14694221,-0.47286984,0.21163945,0.00163452,-0.00304568,0.99993169,-0.05538936,0.38619995,0.12786861,-5248
28201,247,-732,-0.01206665,0.00200808,1.00491333,0.20034797,0.09933475,0.28030398,0.01628296,-0.00225222,1.00493658,0.00564579,0.00473022,0.27282712,-5235
28216,247,-732,0.0074646,-0.00086057,1.0007019,0.26138312,0.06118778,0.2574158,-0.00074585,0.00250852,1.00823247,-0.06301875,-0.06393433,0.3033447,-5164
28230,247,-732,0.01173706,0.00188601,0.99380493,-0.15823357,0.03829959,0.1429749,-0.00971802,0.00238645,1.01439703,0.33370975,-0.23178102,0.1431274,-5123
28245,232,-732,0.00062866,0.0004822,0.99569702,-0.08193962,-0.28213498,-0.10116573,-0.00123413,-0.00231326,0.9947437,0.18875127,0.24887083,-0.07049565,-5081
28260,232,-732,-0.01096802,-0.00293577,1.00247192,0.23086555,-0.22872922,0.01327519,0.01133911,-0.00127566,0.99163091,-0.14694209,0.19546507,0.02868648,-5039
28275,232,-716,0.0076477,-0.00202024,1.00192261,-0.07431023,-0.01510617,-0.05538936,-0.00422485,0.00037229,1.00194585,0.15060429,-0.00289918,0.02105709,-4997
28290,232,-716,0.0085022,0.00139773,1.00094604,-0.22689812,-0.3889465,-0.03250118,-0.01032837,0.00159299,1.00951421,0.30319217,0.18783568,0.05157467,-4956
28305,232,-716,-0.00956421,0.00084841,1.00326538,-0.08956902,-0.48812863,-0.14694209,0.00938599,-0.00036013,0.99828374,0.21163945,0.62271112,-0.12390141,-4913
28320,232,-716,-0.00785523,-0.00000608,0.9972229,0.07064827,-0.13717648,-0.02487179,0.01390259,0.00122678,1.00322759,0.1353455,0.20309447,-0.00946049,-4872
28334,224,-716,0.01246948,-0.00226438,0.99429321,-0.00564568,0.00778202,-0.03250118,-0.0102063,0.00342405,1.01415288,0.12008671,-0.19363405,0.04394527,-4830
28349,224,-716,0.00178833,0.00243533,0.99050903,-0.42526239,-0.22109982,-0.16983028,-0.00160034,0.00018919,0.99901617,0.50155646,0.20309447,-0.10864262,-4788
28364,224,-716,-0.00394898,0.00200808,0.99923706,-0.2497863,-0.30502316,-0.14694209,0.00547974,-0.00353396,0.98870122,0.33370975,0.3175354,-0.12390141,-4746
28379,224,-689,-0.00809937,-0.00342405,1.00674438,-0.33370966,-0.22872922,-0.08590694,0.00816528,0.00208127,0.99706304,0.35659793,0.22598265,-0.11627202,-4704
28394,224,-689,0.00545044,0.0027405,1.00601196,-0.63888544,-0.12954709,-0.1393127,-0.00544556,0.00061643,1.00933111,0.73806769,0.07339477,-0.13153081,-4663
28409,224,-689,-0.00095825,0.00505984,1.00247192,-0.18112175,-0.3965759,-0.16983028,0.00151245,-0.00115359,1.00377691,0.41763309,0.42434692,-0.13153081,-4621
28423,224,-689,-0.01426392,-0.0019592,1.00308228,-0.15060417,-0.26687619,-0.1393127,0.01494019,0.00183713,1.00139654,0.31845096,0.34805298,-0.12390141,-4579
28438,210,-689,0.0006897,-0.00354612,0.99563599,-0.28793329,0.10696414,-0.23849483,0.00285522,0.00354612,0.99993169,0.37948611,-0.18600465,-0.18493657,-4537
28453,210,-689,0.01265259,-0.00104368,0.99435425,-0.28793329,-0.08377072,-0.22323604,-0.01154907,0.00220335,1.00249517,0.43289188,0.05813598,-0.16204838,-4496
28468,210,-689,0.00252075,0.0027405,0.99569702,-0.45577997,-0.23635861,-0.28427121,-0.00282104,-0.00408328,0.993523,0.53207403,0.18020628,-0.2612305,-4454
28483,210,-659,-0.01121216,0.00341189,1.00515747,-0.417633,-0.08377072,-0.20797725,0.00602905,-0.00542605,0.99730718,0.54733282,-0.01052857,-0.16967778,-4412
28498,210,-659,0.00325317,-0.00519407,1.00491333,-0.31845087,0.29006961,-0.10879512,0.00004761,0.00794065,1.00872076,0.43289188,-0.25466919,-0.07049565,-4370
28513,210,-659,0.00935669,0.00103152,0.99813843,-0.50155634,0.1679993,-0.20034786,-0.00630005,0.00635374,1.01024663,0.66940314,-0.20126344,-0.10101323,-4328
28527,197,-659,0.00514526,0.00536501,0.99203491,-0.2803039,-0.15243527,-0.19271846,-0.01099976,-0.00383914,1.00249517,0.53970343,-0.07919312,-0.10101323,-4285
28542,197,-659,-0.00492554,0.00023806,0.99185181,0.00198372,0.21377566,-0.10879512,0.00773804,-0.00591433,1.00090826,0.2574158,-0.21652223,-0.06286626,-4243
28557,197,-659,0.00435181,-0.00665891,0.99874878,0.01724251,0.39688113,-0.1393127,0.00084106,0.0052551,0.99852788,0.19638066,-0.47592163,-0.10864262,-4201
28572,197,-628,0.01161499,-0.00226438,1.00198364,-0.417633,0.15274051,-0.17745967,-0.0103894,0.00189817,1.00426519,0.50155646,-0.17837526,-0.1467896,-4160
28587,197,-628,-0.00614624,0.00701296,1.00582886,-0.18112175,-0.15243527,-0.09353633,-0.00111206,-0.00505984,0.99822271,0.36422732,0.09628295,-0.10101323,-4117
28602,197,-628,-0.01054077,0.00542605,1.00259399,0.10879524,0.22903445,0.02090458,0.01378052,-0.00505984,1.00194585,0.1353455,-0.12496949,0.01342769,-4076
28617,194,-628,0.00361938,-0.00537717,1.00418091,0.06301887,0.49606326,-0.07827754,0.0019397,0.00830686,1.01061285,0.07431035,-0.52932745,-0.00946049,-4033
28631,194,-628,0.01521606,0.00103152,0.99313354,0.09353645,0.29006961,-0.10116573,-0.01661499,0.00452268,1.00939214,0.02090458,-0.47592163,-0.05523686,-3992
28646,194,-628,-0.00401001,0.00371706,0.99331665,0.26138312,0.12985232,-0.20034786,0.00297729,-0.00676882,0.9912647,-0.07827754,-0.12496949,-0.17730717,-3950
28661,194,-628,-0.01456909,-0.00189817,1.0015564,0.49789435,0.43502811,-0.05538936,0.0142688,0.00092161,0.9912647,-0.39871213,-0.31570435,-0.03234867,-3908
28676,194,-603,0.00526733,-0.00287473,1.00161743,0.21560676,0.57998663,-0.05538936,-0.0023938,0.00372922,1.0079273,-0.15457149,-0.54458624,-0.06286626,-3866
28691,194,-603,0.00545044,0.00475466,1.00088501,0.21560676,0.22140506,-0.11642452,-0.00703247,0.00086057,1.00353277,-0.10116573,-0.21652223,-0.06286626,-3825
28706,194,-603,-0.00504761,0.00463259,0.9994812,0.57418829,0.22140506,-0.01724239,0.0074939,-0.00762331,0.99755132,-0.34530637,-0.06393433,-0.03234867,-3782
28721,193,-603,-0.00803833,-0.00153196,0.99740601,0.6962586,0.46554568,0.09719853,0.01109497,0.00549924,1.0025562,-0.52078241,-0.43777466,0.1431274,-3740
28735,193,-603,0.00715942,-0.00592649,0.99459839,0.53604132,0.55709845,0.02853398,-0.0046521,0.00787961,1.00560796,-0.45211789,-0.70480353,0.08209224,-3699
28750,193,-603,0.01155395,0.00414431,0.98751831,0.4216004,-0.03799435,-0.01724239,-0.01154907,-0.00017703,0.99449956,-0.31478879,-0.04867554,0.01342769,-3657
28765,193,-603,-0.01273804,0.00133669,1.00302124,0.49026495,0.04592899,0.1429749,0.0066394,-0.00512087,0.99150884,-0.39108273,-0.08682252,0.09735103,-3615
28780,193,-600,-0.00944214,-0.00165403,1.00747681,0.49026495,0.40451053,0.17349248,0.0120105,0.00250852,0.99791753,-0.38345334,-0.24703981,0.135498,-3573
28795,193,-600,0.00667114,0.00213015,1.00350952,0.2842713,0.29006961,0.18875127,-0.00440796,0.00287473,1.01207769,-0.11642452,-0.27755737,0.18890376,-3532
28810,193,-600,0.00551147,0.00292361,0.99594116,0.45974737,-0.12954709,0.06668095,-0.00721558,0.00092161,1.00487554,-0.20797725,0.06576537,0.08209224,-3489
28825,193,-600,-0.01426392,-0.00079954,0.99447632,0.59707648,-0.08377072,0.08193974,0.0121936,-0.00072634,0.99401128,-0.39871213,0.11917114,0.03631588,-3447
28839,193,-600,0.00233765,-0.00531614,0.99111938,0.8412171,0.23666385,0.10482793,0.0009021,0.00458372,0.99773443,-0.73440546,-0.26229858,0.04394527,-3406
28854,193,-600,0.01356811,-0.00220335,0.9937439,0.48263556,-0.44235227,0.06668095,-0.01374634,0.0062927,1.00298345,-0.45974728,0.25650024,0.02868648,-3365
28869,193,-600,-0.00822144,0.00615847,1.00234985,0.48263556,-0.3889465,0.00564579,0.00377075,-0.00762331,0.99724615,-0.34530637,0.33279419,-0.06286626,-3323
28884,193,-610,-0.00718384,0.00243533,1.00814819,0.64285284,0.06118778,0.01327519,0.00920288,-0.00444949,1.00640142,-0.46737668,-0.02578736,-0.05523686,-3281
28899,193,-610,0.00258179,-0.00189817,1.00765991,0.58181769,0.08407596,0.07431035,0.00139038,0.00763547,1.00908697,-0.40634152,-0.10208131,0.05157467,-3240
28914,196,-610,0.01143188,0.00646365,0.99386597,0.36056525,-0.36605832,0.00564579,-0.01093872,-0.0027405,1.00682867,-0.09353633,0.3175354,-0.0018311,-3198
28929,196,-610,0.00050659,-0.00006711,0.99417114,0.40634161,-0.47286984,0.01327519,-0.00507935,-0.00158083,0.99730718,-0.23086543,0.36331177,-0.01708988,-3156
28943,196,-610,-0.0079773,-0.00446165,0.99734497,0.19271858,-0.08377072,0.05905155,0.0097522,0.00397336,0.99864995,-0.17745967,0.08102416,0.05157467,-3114
28958,196,-610,0.01381226,0.00335085,1.00283813,0.1698304,0.0306702,0.15060429,-0.01087769,-0.00493777,1.00420415,-0.06301875,-0.12496949,0.11260982,-3073
28973,196,-613,0.0074646,0.00396121,1.00540161,0.0248719,-0.51101679,0.08956914,-0.01203735,0.0017761,1.00725591,0.1429749,0.40145874,0.12786861,-3059
28988,196,-613,-0.01206665,0.00219119,1.00631714,-0.02853386,-0.58731073,0.10482793,0.00712769,-0.00280154,0.99767339,0.18875127,0.57693475,0.1431274,-2989
29003,195,-613,-0.01170044,0.00396121,1.00338745,0.14694221,-0.08377072,0.15823369,0.01536743,-0.0027405,1.00151861,0.05142216,0.11154174,0.1431274,-2947
29018,195,-613,0.00935669,-0.00140989,0.99880981,0.15457161,0.1603699,0.11245732,-0.00446899,0.00275266,1.00939214,0.02090458,-0.23941042,0.15838619,-2905
29032,195,-613,0.01668091,0.00036013,0.99057007,-0.01327507,-0.26687619,0.08193974,-0.01893433,0.00415647,1.00096929,0.08193974,-0.07156373,0.135498,-2864
29047,195,-613,-0.01237183,0.00133669,1.00192261,-0.22689812,-0.56442255,0.08956914,0.00200073,-0.00280154,0.99297369,0.32608035,0.54641718,0.08972163,-2821
29062,195,-613,-0.01255493,-0.00043333,1.00564575,-0.18112175,-0.06088253,0.1353455,0.01432983,-0.00090945,0.99120367,0.31082156,0.01998901,0.1431274,-2780
29077,195,-614,0.00618286,0.00335085,1.00704956,-0.60073847,0.12985232,0.09719853,-0.00446899,-0.00084841,1.01128423,0.74569708,-0.19363405,0.135498,-2738
29092,194,-614,0.0097229,-0.00012815,1.00424194,-0.44815058,-0.17532346,-0.04775997,-0.00892456,0.00409544,1.01195562,0.5854798,0.08102416,0.02105709,-2697
29107,194,-614,-0.01005249,0.00451052,1.00137329,-0.28793329,-0.20584103,-0.02487179,0.00865356,-0.00640261,0.99687994,0.42526248,0.21072386,0.0057983,-2654
29122,194,-614,-0.01072388,-0.00604856,1.00009155,-0.12771599,0.12222293,-0.02487179,0.01243774,0.00513303,0.99724615,0.17349248,-0.06393433,-0.01708988,-2612
29136,194,-614,0.01350708,-0.00165403,0.99905396,-0.47866815,0.24429324,-0.12405391,-0.00538452,0.00494993,1.00414312,0.47103885,-0.33096313,-0.07812504,-2571
29151,194,-614,0.01192017,0.00451052,0.99624634,-0.34133905,-0.2592468,-0.15457149,-0.01569946,-0.00145876,0.99913824,0.47866824,0.10391235,-0.1467896,-2529
29166,194,-614,-0.01182251,-0.00086057,1.00296021,-0.34133905,-0.15243527,-0.09353633,0.00865356,-0.00328982,0.99980962,0.47866824,0.10391235,-0.10864262,-2487
29181,194,-617,-0.00968628,-0.00159299,1.00857544,-0.44815058,0.20614627,-0.08590694,0.0097522,0.00037229,1.00493658,0.60073858,-0.23178102,-0.07812504,-2445
29196,196,-617,0.00288696,0.00097048,1.00411987,-0.48629755,0.40451053,-0.05538936,0.00016968,0.00067747,1.00756109,0.63888556,-0.39199829,-0.03234867,-2403
29211,196,-617,0.00886841,0.00188601,0.99728394,-0.2497863,0.11459354,-0.1393127,-0.00984009,0.00336301,1.00414312,0.46340945,-0.22415163,0.02105709,-2361
29226,196,-617,-0.0069397,-0.00220335,0.99710083,-0.23452751,0.09170535,-0.08590694,0.00352661,-0.00005496,0.99987066,0.3947449,-0.20126344,-0.05523686,-2319
29240,196,-617,-0.00223999,-0.0017761,1.00100708,-0.15060417,0.297699,-0.08590694,0.00554077,0.00128782,0.99169195,0.23452763,-0.31570435,-0.03234867,-2277
29255,196,-617,0.00978393,-0.00018919,1.00344849,-0.25741571,0.21377566,-0.0019836,-0.01045044,0.00263059,1.00066411,0.31845096,-0.34622192,0.01342769,-2236
29270,196,-617,0.00221558,0.00420535,1.00338745,-0.33370966,-0.14480588,-0.11642452,-0.00648315,-0.00487673,0.99846685,0.44052127,0.05050658,-0.12390141,-2194
29285,209,-617,-0.01548462,0.00219119,1.00509644,0.05538948,-0.00747677,0.04379277,0.01365845,-0.00353396,1.00347173,0.12008671,-0.07156373,-0.0018311,-2152
29300,209,-617,-0.00773316,-0.00250852,1.00082397,-0.04379265,0.50369269,-0.04013057,0.01091187,0.00372922,1.00408208,0.21926884,-0.49880984,-0.04760746,-2110
29315,209,-617,0.01021118,0.00158083,1.00009155,0.07064827,0.50369269,-0.04775997,-0.00935181,0.00342405,1.00981939,0.12008671,-0.64376837,-0.01708988,-2068
29329,209,-617,0.00728149,-0.00000608,0.99124146,0.30715948,0.14511111,-0.15457149,-0.00721558,-0.0015198,0.99388921,-0.14694209,-0.22415163,-0.08575444,-2026
29344,209,-617,-0.00596314,-0.00232542,1.00314331,0.33767706,0.12222293,-0.03250118,0.00230591,0.0005554,1.00054204,-0.28427121,-0.18600465,-0.01708988,-1984
29359,209,-617,0.00203247,-0.00305784,1.0007019,0.27664191,0.41213992,-0.11642452,-0.0003186,-0.00042117,0.99541509,-0.21560664,-0.42251587,-0.07812504,-1942
29374,209,-605,0.00502319,0.00243533,1.00088501,0.17745979,0.32821658,0.01327519,-0.00709351,0.00275266,1.00835454,-0.06301875,-0.46829224,0.04394527,-1901
29389,230,-605,-0.00114136,0.00194705,1.00418091,0.38345343,0.05355838,-0.16220088,0.00358765,-0.00402224,0.99926031,-0.18508907,-0.03341676,-0.13153081,-1859
29404,230,-605,-0.01377564,0.00176394,1.00369263,0.73440558,0.38162234,0.12008671,0.01628296,0.00238645,1.00048101,-0.42922971,-0.20889284,0.15075679,-1817
29419,230,-605,0.00911255,-0.00513303,0.99313354,0.52078253,0.52658087,0.07431035,-0.00544556,0.00574338,1.00878179,-0.39871213,-0.72769171,0.06683345,-1775
29433,230,-605,0.01045532,0.00023806,0.98892212,0.58944708,0.1603699,0.08193974,-0.01026733,0.00556028,0.99749029,-0.47500607,-0.26992798,0.1431274,-1733
29448,230,-605,-0.00230103,0.00072634,0.99807739,0.49026495,0.00015262,0.11245732,-0.00214966,-0.0049988,0.99010503,-0.37582394,0.01235961,0.08209224,-1692
29463,230,-605,-0.01200562,0.00139773,1.00717163,0.40634161,0.10696414,0.22689824,0.01017944,-0.00017703,0.99492681,-0.30715939,-0.14785768,0.21942134,-1649
29478,239,-579,0.00545044,-0.00061643,1.0062561,0.38345343,0.43502811,0.21926884,-0.00276001,-0.00164187,1.01097906,-0.24612422,-0.40725708,0.24230953,-1608
29493,239,-579,0.00514526,0.00365603,1.00106812,0.32241827,0.04592899,0.08956914,-0.0025769,0.00226438,1.00249517,-0.1316833,-0.01815797,0.20416255,-1566
29508,239,-579,-0.00608521,0.00072634,0.99771118,0.60470587,-0.16006467,0.1353455,0.00395386,-0.00042117,0.99437749,-0.36819455,0.24124144,0.18890376,-1524
29523,239,-579,-0.00608521,-0.00440061,0.9994812,0.75729376,0.01541141,0.18112187,0.01072876,0.0028137,0.99535406,-0.65048212,0.05813598,0.18890376,-1482
29537,239,-579,0.00551147,-0.00128782,1.00296021,0.66574103,0.05355838,0.1353455,-0.00202759,0.00140989,1.00072515,-0.57418817,-0.05630494,0.135498,-1441
29552,239,-579,0.0076477,0.00115359,1.00308228,0.61233526,-0.33554074,0.06668095,-0.00788696,0.00025022,0.9980396,-0.49789426,0.37094116,0.135498,-1399
29567,237,-579,-0.00840454,0.00420535,1.0072937,0.49789435,-0.26687619,0.05142216,0.00627319,-0.00646365,1.00096929,-0.36056516,0.25650024,0.12023921,-1357
29582,237,-540,-0.00578003,0.00341189,1.00405884,0.57418829,0.12985232,0.05905155,0.00761597,-0.00365603,1.0079273,-0.34530637,0.04287719,0.10498042,-1316
29597,237,-540,0.00551147,-0.00012815,0.99899292,0.65811163,0.12222293,0.07431035,0.00126831,0.00372922,1.01012456,-0.4444885,-0.02578736,0.18127437,-1274
29612,237,-540,-0.00083618,0.00078738,0.99301147,0.29190069,-0.34317014,-0.08590694,-0.00208862,0.00202024,0.99724615,-0.15457149,0.37094116,0.02105709,-1232
29627,237,-540,-0.0102356,-0.00079954,0.99557495,0.31478888,-0.37368771,0.02853398,0.01017944,-0.00005496,0.99083745,-0.23849483,0.47012329,0.07446285,-1190
29641,237,-540,0.00276489,-0.0052551,1.00033569,0.26138312,0.07644656,-0.0019836,0.00236694,0.00360715,0.9947437,-0.20034786,-0.03341676,0.04394527,-1149
29656,237,-540,0.00722046,0.00347292,1.00112915,0.01724251,-0.17532346,0.06668095,-0.00752075,-0.00322878,1.00408208,0.05905155,0.18783568,0.10498042,-1107
29671,242,-540,-0.00120239,0.00548708,1.00424194,0.05538948,-0.3965759,-0.0019836,-0.0023938,-0.00560915,1.00054204,0.12771611,0.43197632,-0.0018311,-1065
29686,242,-494,-0.01340942,0.00121462,1.00357056,0.13931282,-0.20584103,0.11245732,0.01585571,0.00171506,1.00103033,0.06668095,0.40145874,0.18127437,-1052
29701,242,-494,0.00264282,-0.00159299,0.99691772,0.07064827,0.23666385,0.01327519,0.00285522,0.00153196,1.00762212,0.08956914,-0.30807495,0.10498042,-1010
29716,242,-494,0.0163147,0.00188601,0.99252319,0.00198372,0.05355838,0.09719853,-0.01234253,0.00134885,1.01061285,0.10482793,-0.16311647,0.19653316,-968
29730,242,-494,-0.00315552,-0.00092161,0.9992981,-0.06668083,-0.26687619,0.00564579,0.00004761,0.00116575,0.99401128,0.09719853,0.16494749,0.08972163,-898
29745,242,-494,-0.00095825,0.00194705,0.99716187,-0.32608026,-0.21347043,0.06668095,0.00114624,0.00098264,0.99297369,0.35659793,0.32516479,0.12023921,-856
29760,257,-494,0.00123901,0.00213015,1.00045776,-0.46340936,0.13748172,0.06668095,-0.0025769,-0.00304568,1.00426519,0.56259161,-0.19363405,0.09735103,-814
29775,257,-471,0.00673218,0.00298464,1.00320435,-0.60836786,-0.15243527,-0.01724239,-0.00922974,0.00159299,1.01061285,0.76858526,0.0352478,0.04394527,-773
29790,257,-471,-0.00657349,-0.00025022,1.00747681,-0.13534538,-0.2592468,-0.10116573,0.00584595,-0.00127566,1.00298345,0.34896854,0.27938843,-0.07812504,-731
29805,257,-471,-0.00889282,-0.00140989,0.99703979,-0.18875115,-0.06851193,-0.07064815,0.01164429,0.005072,0.99816167,0.44052127,0.10391235,0.05157467,-689
29820,257,-471,0.00911255,0.00078738,0.99459839,-0.13534538,0.07644656,-0.16983028,-0.00526245,-0.00469363,1.00261724,0.33370975,-0.17837526,-0.07049565,-647
29834,257,-471,0.0109436,-0.00586545,0.9994812,-0.17349236,-0.14480588,-0.26901242,-0.01185425,0.00586545,0.99944341,0.28793338,0.11917114,-0.15441899,-605
29849,257,-471,-0.00529175,-0.00287473,1.00234985,-0.37185663,-0.16769406,-0.23849483,-0.00074585,0.00147092,0.99327886,0.49392703,0.14205931,-0.16967778,-563
29864,263,-471,-0.00956421,0.00213015,1.00656128,-0.49392694,0.1603699,-0.19271846,0.0109729,-0.00017703,1.00054204,0.65414435,-0.01815797,-0.12390141,-521
29879,263,-450,0.00679321,0.00567019,1.00375366,-0.39474481,0.15274051,-0.07064815,-0.00044067,-0.00219119,1.01433599,0.66940314,-0.13259889,-0.00946049,-479
29894,263,-450,0.00349731,-0.00226438,1.00088501,-0.22689812,-0.12954709,-0.20034786,-0.00495728,0.00287473,1.00731695,0.4023743,0.01235961,-0.13153081,-437
29909,263,-450,-0.00419312,-0.00250852,0.99398804,-0.20400994,0.00778202,-0.15457149,0.0054187,0.00238645,1.0034107,0.37185672,-0.01815797,-0.10864262,-395
29924,263,-450,0.00148315,-0.00379026,0.98898315,-0.06668083,0.26718143,-0.16220088,0.0031604,0.00354612,0.99364507,0.15823369,-0.27755737,-0.08575444,-353
29938,263,-450,0.00776977,-0.00128782,0.99612427,-0.17349236,0.31295779,-0.18508907,-0.00642212,0.00018919,0.99486578,0.2574158,-0.31570435,-0.11627202,-311
29953,265,-450,0.00618286,-0.00092161,1.00057983,-0.13534538,0.08407596,-0.23086543,-0.00477417,-0.00109255,0.99962652,0.22689824,-0.1097107,-0.16967778,-269
29968,265,-450,-0.00895386,-0.00147092,1.00656128,-0.01327507,0.00015262,-0.1393127,0.00810425,0.00397336,1.00426519,0.11245732,0.00473022,-0.07812504,-228
29983,265,-439,-0.01334839,0.00390017,0.99862671,-0.08956902,0.50369269,-0.12405391,0.02336304,-0.00249636,1.01067388,0.30319217,-0.44540405,-0.03234867,-192
